ID_COMPTE;CHOC_TYPE;CHOC_IDX;RESERVE_BE;CAPITAL_REQ;SCR
177;DEX_SHOCK;4;-37.589054;-41.332382;-3.743328
178;BASE;0;121.81435;58.681686;-63.13266
178;SP500_SHOCK;1;113.847374;53.444725;-60.40265
178;TSX_SHOCK;2;119.011375;56.838013;-62.173363
178;EAFE_SHOCK;3;115.44606;54.485287;-60.960773
178;DEX_SHOCK;4;121.02434;58.156757;-62.86758
179;BASE;0;-140.13434;-134.2078;5.926544
179;SP500_SHOCK;1;-139.60844;-133.96643;5.6420135
179;TSX_SHOCK;2;-139.86313;-134.07446;5.788666
179;EAFE_SHOCK;3;-139.73805;-134.00967;5.7283783
179;DEX_SHOCK;4;-139.7387;-134.11232;5.6263733
180;BASE;0;-5.5561867;-6.3520384;-0.7958517
180;SP500_SHOCK;1;-5.6143713;-6.5875177;-0.97314644
180;TSX_SHOCK;2;-5.566902;-6.405644;-0.8387418
180;EAFE_SHOCK;3;-5.5582023;-6.3628983;-0.8046961
180;DEX_SHOCK;4;-5.559152;-6.3656964;-0.8065443
181;BASE;0;-99.31109;-85.155525;14.155563
181;SP500_SHOCK;1;-96.05695;-83.54838;12.508575
181;TSX_SHOCK;2;-98.56245;-84.78173;13.780716
181;EAFE_SHOCK;3;-99.15787;-85.0807;14.077164
181;DEX_SHOCK;4;-99.145874;-85.08964;14.056236
182;BASE;0;-106.978485;-107.3053;-0.32681274
182;SP500_SHOCK;1;-106.80069;-107.55565;-0.7549591
182;TSX_SHOCK;2;-106.779625;-107.36078;-0.58115387
182;EAFE_SHOCK;3;-106.973465;-107.309326;-0.3358612
182;DEX_SHOCK;4;-106.9794;-107.538765;-0.5593643
183;BASE;0;-72.78276;-67.44754;5.3352203
183;SP500_SHOCK;1;-72.30745;-67.41255;4.8948975
183;TSX_SHOCK;2;-72.74888;-67.445244;5.3036346
183;EAFE_SHOCK;3;-72.319916;-67.40333;4.916588
183;DEX_SHOCK;4;-72.16888;-67.44278;4.726097
184;BASE;0;-5.7971773;-29.43845;-23.641273
184;SP500_SHOCK;1;-9.344695;-32.130825;-22.786129
184;TSX_SHOCK;2;-7.48916;-30.693018;-23.203857
184;EAFE_SHOCK;3;-5.981902;-29.576487;-23.594585
184;DEX_SHOCK;4;-6.178628;-29.741043;-23.562416
185;BASE;0;-42.2309;-42.950768;-0.7198677
185;SP500_SHOCK;1;-42.2309;-42.950768;-0.7198677
185;TSX_SHOCK;2;-42.2309;-42.950768;-0.7198677
185;EAFE_SHOCK;3;-42.2309;-42.950768;-0.7198677
185;DEX_SHOCK;4;-42.2309;-42.950768;-0.7198677
186;BASE;0;-22.090845;-23.096287;-1.0054417
186;SP500_SHOCK;1;-22.103502;-23.20122;-1.0977173
186;TSX_SHOCK;2;-22.099125;-23.170654;-1.0715294
186;EAFE_SHOCK;3;-22.094221;-23.12546;-1.0312386
186;DEX_SHOCK;4;-22.124546;-23.336637;-1.2120914
187;BASE;0;-12.009389;-12.040381;-0.030992508
187;SP500_SHOCK;1;-12.009093;-12.046501;-0.037407875
187;TSX_SHOCK;2;-12.009188;-12.04409;-0.034902573
187;EAFE_SHOCK;3;-12.009144;-12.045142;-0.035998344
187;DEX_SHOCK;4;-12.009238;-12.046162;-0.03692341
188;BASE;0;-20.859911;-24.815044;-3.9551334
188;SP500_SHOCK;1;-20.877821;-24.88694;-4.009119
188;TSX_SHOCK;2;-20.906233;-24.998842;-4.0926094
188;EAFE_SHOCK;3;-20.907629;-24.999971;-4.0923424
188;DEX_SHOCK;4;-20.991854;-25.298925;-4.3070717
189;BASE;0;-27.910465;-39.321247;-11.410782
189;SP500_SHOCK;1;-29.466084;-40.63429;-11.168205
189;TSX_SHOCK;2;-28.595457;-39.87712;-11.281664
189;EAFE_SHOCK;3;-28.062185;-39.44515;-11.382963
189;DEX_SHOCK;4;-28.127148;-39.512447;-11.3853
190;BASE;0;-62.897713;-67.48773;-4.590019
190;SP500_SHOCK;1;-63.115326;-68.5032;-5.387871
190;TSX_SHOCK;2;-62.78077;-68.58476;-5.803993
190;EAFE_SHOCK;3;-62.927845;-67.70373;-4.7758827
190;DEX_SHOCK;4;-62.897713;-67.48773;-4.590019
191;BASE;0;-22.45718;-42.206123;-19.748943
191;SP500_SHOCK;1;-24.69388;-43.865124;-19.171244
191;TSX_SHOCK;2;-23.492771;-42.958355;-19.465584
191;EAFE_SHOCK;3;-22.906004;-42.53456;-19.628557
191;DEX_SHOCK;4;-23.329948;-42.88576;-19.555813
192;BASE;0;-28.65016;-35.338238;-6.688078
192;SP500_SHOCK;1;-29.376297;-36.910397;-7.5340996
192;TSX_SHOCK;2;-28.736803;-35.533245;-6.796442
192;EAFE_SHOCK;3;-28.72591;-35.510475;-6.784565
192;DEX_SHOCK;4;-28.773354;-35.589455;-6.816101
193;BASE;0;-65.94013;-63.089237;2.850895
193;SP500_SHOCK;1;-65.60697;-62.9794;2.627571
193;TSX_SHOCK;2;-65.774025;-63.02379;2.7502365
193;EAFE_SHOCK;3;-65.82688;-63.046543;2.7803383
193;DEX_SHOCK;4;-65.72495;-63.046013;2.6789398
194;BASE;0;-7.370242;-7.6928134;-0.32257128
194;SP500_SHOCK;1;-7.3726516;-7.700686;-0.3280344
194;TSX_SHOCK;2;-7.408847;-7.820962;-0.4121151
194;EAFE_SHOCK;3;-7.3709173;-7.694922;-0.32400465
194;DEX_SHOCK;4;-7.371746;-7.697526;-0.3257799
195;BASE;0;-26.088839;-33.434452;-7.3456135
195;SP500_SHOCK;1;-26.433813;-33.70104;-7.2672253
195;TSX_SHOCK;2;-26.56226;-33.78189;-7.219631
195;EAFE_SHOCK;3;-26.384165;-33.658886;-7.274721
195;DEX_SHOCK;4;-26.578918;-33.8312;-7.252281
196;BASE;0;-8.107118;-10.634572;-2.5274544
196;SP500_SHOCK;1;-8.336971;-11.022014;-2.6850424
196;TSX_SHOCK;2;-8.137418;-10.692553;-2.5551348
196;EAFE_SHOCK;3;-8.171943;-10.754012;-2.5820694
196;DEX_SHOCK;4;-8.147327;-10.707314;-2.559986
197;BASE;0;74.07776;16.91301;-57.16475
197;SP500_SHOCK;1;72.47594;15.819372;-56.656563
197;TSX_SHOCK;2;70.81289;14.713527;-56.09936
197;EAFE_SHOCK;3;71.719826;15.31038;-56.409447
197;DEX_SHOCK;4;69.833626;13.9517;-55.881927
198;BASE;0;-44.090954;-46.50457;-2.4136162
198;SP500_SHOCK;1;-44.094727;-46.782642;-2.6879158
198;TSX_SHOCK;2;-44.090923;-46.72282;-2.631897
198;EAFE_SHOCK;3;-44.09181;-46.616932;-2.5251236
198;DEX_SHOCK;4;-44.13636;-47.691723;-3.5553627
199;BASE;0;-12.872225;-16.377537;-3.505312
199;SP500_SHOCK;1;-12.920709;-16.636084;-3.715375
199;TSX_SHOCK;2;-12.910257;-16.59928;-3.689022
199;EAFE_SHOCK;3;-12.891226;-16.484928;-3.5937023
199;DEX_SHOCK;4;-12.985232;-16.885134;-3.8999014
200;BASE;0;-105.6635;-105.16124;0.5022583
200;SP500_SHOCK;1;-105.63808;-105.19396;0.44411469
200;TSX_SHOCK;2;-105.5513;-105.25358;0.29772186
200;EAFE_SHOCK;3;-105.586815;-105.25016;0.33665466
200;DEX_SHOCK;4;-105.50247;-105.4073;0.09516907
