AN_EVAL;MOIS_EVAL;PRIMES_GARANTIES;PREST_DECES;PREST_ECH;PREST_MRV;FRAIS_ACQUIS;COMM_VENTE;PRIMES_VARIABLES;FRAIS_FIXES;HON_GEST;COMM_MAINTIEN;VALEUR_MARCHANDE;PASSIF_REDRESSE;COUSSIN_CREDIT;COUSSIN_MARCHE;COUSSIN_DEPENSE;COUSSIN_DECHEANCE;COUSSIN_MORTALITE;COUSSIN_DEPOT
2;4;0.0;-0.024343274029848025;0.0;0.0;0.20971107914190715;-1.523134530044811;2.826227542455447;-18.999647313170495;-0.4359307328831644;-2.9244625029884936;6802.999113299147;-13.057657672405767;-5.508195052242346;-224.45385873784613;-15.475516990733565;-83.6808943134314;-9.482494523345036;0.0
2;5;0.0;-0.013635466370648667;0.0;0.0;0.2078688082970806;-1.5047523644924925;2.8088034745887613;-18.745441923067126;-0.4331964946113284;-2.9054501194925333;6757.850761962584;-12.962203002093357;-5.471509846797934;-222.63806029351844;-15.356723933649768;-83.0238406406242;-9.4125515443084;0.0
2;6;0.0;-0.030940927615614386;0.0;0.0;0.20517307268333115;-1.4865920467139102;2.7910456374829695;-18.49429295881495;-0.430425392190953;-2.8864045005598435;6704.5201425722225;-12.840081931004413;-5.427933230090016;-220.23342198279704;-15.206209381725138;-82.18082205497352;-9.322498667655147;0.0
2;7;0.0;-0.0817364964400834;0.0;0.0;0.20310626361156686;-1.4686508993052003;2.775054896407531;-18.222813503649455;-0.4278546977886425;-2.8681404769669947;6661.636001522418;-12.742859360418976;-5.3926651468401;-217.85460056813943;-15.07920754179369;-81.34609570274836;-9.250897841504514;0.0
2;8;0.0;-0.05977987132300204;0.0;0.0;0.20029495528746125;-1.4509262771778797;2.7550349225779165;-17.955381438121606;-0.4246281141190948;-2.8449200396042613;6607.070252941171;-12.617097462672156;-5.348137203989114;-215.50132193250545;-14.92455392050578;-80.51958437320225;-9.158101093031284;0.0
2;9;0.0;-0.054997869230280216;0.0;0.0;0.057193685354710116;-1.4334155671682132;2.7362404888428378;-17.69193555723713;-0.42160526994386527;-2.4536569543631557;6554.596814488493;-12.495259895002278;-5.305189888246395;-213.05788586070645;-14.772394134033775;-79.6655763062713;-9.06817373510567;0.0
2;10;0.0;-0.08010541105919855;0.0;0.0;0.0564984963541553;-1.4161161876450803;2.719141703803758;-17.44851264917846;-0.4188272778371119;-2.4382109054857186;6507.810181977591;-12.387347431856814;-5.266760663116619;-210.64304902521985;-14.633865722151253;-78.82076118055178;-8.988588392256855;0.0
2;11;0.0;-0.06407598129608615;0.0;0.0;0.055687325905752864;-1.399012062475788;2.699815562020784;-17.208461938323097;-0.4156869011956014;-2.420790375523441;6454.568524674205;-12.263842193638897;-5.22320514302982;-208.25560448386958;-14.48044074366923;-77.98465295387646;-8.897434005756836;0.0
2;12;0.0;-0.06958698878440331;0.0;0.0;0.05474933759231128;-1.3821145242341495;2.680627387641166;-16.971692667489748;-0.41258888657859855;-2.4035149463157905;6402.355888328291;-12.14456791525932;-5.180580785303073;-205.88977280592923;-14.333062293958204;-77.15477309738016;-8.809490964716058;0.0
3;1;0.0;-0.04717090499265927;0.0;0.0;0.0543190807555004;-1.365430409540815;2.6631652655473976;-17.6930207590582;-0.40979604374559253;-2.387813925894986;6362.000652856619;-12.061644696967576;-5.147663292066306;-203.95692513156612;-14.228137250491432;-76.46200287146539;-8.748907220268107;0.0
3;2;0.0;-0.057074279092080536;0.0;0.0;0.05386672981743199;-1.3489476961584277;2.6457630457885033;-17.4458867181145;-0.40708831294889514;-2.372229191853955;6318.740469037008;-11.973696156953048;-5.112502569609482;-202.04057785033808;-14.1204826008171;-75.77464718931618;-8.68469742700021;0.0
3;3;0.0;-0.06488851767505031;0.0;0.0;0.05343773946108731;-1.3326639528814583;2.630852081085047;-17.20228285732844;-0.40474368964008506;-2.358830492811403;6280.8865839916125;-11.893950939395456;-5.08148168782883;-200.1406703416091;-14.015971872656767;-75.09269887737901;-8.626324321505829;0.0
